|14| 3| 8|16| 6|13| 5| 2|11| 4|10| 7| 9|15|12| 1|
| 2|11| 4| 6| 9|10|12| 7|13|14| 1|15| 5| 3|16| 8|
| 1| 5|12| 7|11| 3|15| 4| 8|16| 6| 9|14|10|13| 2|
| 9|13|15|10|16| 8|14| 1| 3|12| 5| 2| 6|11| 7| 4|
| 3| 9|11| 8|10| 7|16| 6| 5|15|12| 4| 1| 2|14|13|
|12|15| 1| 5| 4| 2| 9| 3|14|13| 8|10|16| 7|11| 6|
|16| 4| 6| 2|13| 5|11|14| 7| 9| 3| 1| 8|12|10|15|
| 7|10|14|13| 8|12| 1|15|16|11| 2| 6| 4| 5| 3| 9|
| 6| 8| 9| 4|14|16| 2|11|10| 1|15| 3|12|13| 5| 7|
|11|16| 5| 3|12|15| 4| 9| 2| 6| 7|13|10| 1| 8|14|
|13|12|10|14| 7| 1| 3| 8| 4| 5| 9|11|15| 6| 2|16|
|15| 2| 7| 1| 5| 6|13|10|12| 8|16|14|11| 4| 9| 3|
| 8|14| 3|15| 2|11| 7|16| 1|10| 4|12|13| 9| 6| 5|
| 4| 6|16|12| 3| 9| 8|13|15| 2|11| 5| 7|14| 1|10|
| 5| 1| 2| 9|15|14|10|12| 6| 7|13| 8| 3|16| 4|11|
|10| 7|13|11| 1| 4| 6| 5| 9| 3|14|16| 2| 8|15|12|
