| 2|12| 5|15| 8| 4| 7|14|13| 9|11| 1|16| 6|10| 3|
| 4| 9|11| 8|16| 6| 3|12|10|15| 7| 5| 2| 1|13|14|
| 7| 3|14| 6| 1|10| 5|13|16|12| 8| 2| 4|11|15| 9|
| 1|16|10|13|15|11| 9| 2| 6|14| 3| 4| 5| 7|12| 8|
| 8| 6| 7| 5| 4|12|13| 3| 2| 1|16| 9|14|15|11|10|
|12| 4|13| 2| 6|16|14|10|15|11| 5| 3| 8| 9| 1| 7|
|16|11| 1| 9| 7|15| 2| 8|12| 4|14|10| 6| 3| 5|13|
|15|14| 3|10| 5| 9|11| 1| 8| 7|13| 6|12|16| 4| 2|
|13| 7|16| 4|12| 2| 6| 5| 9| 8| 1|11| 3|10|14|15|
| 5| 1| 6|12|13| 7|16| 4|14| 3|10|15| 9| 8| 2|11|
| 9| 8| 2|11|14| 3|10|15| 7|13| 4|16| 1| 5| 6|12|
|14|10|15| 3| 9| 1| 8|11| 5| 6| 2|12| 7|13|16| 4|
| 6|13| 4|16|11| 5|12| 7| 3| 2|15| 8|10|14| 9| 1|
|11| 5|12| 7| 3|13| 4|16| 1|10| 9|14|15| 2| 8| 6|
| 3| 2| 8| 1|10|14|15| 9| 4|16| 6|13|11|12| 7| 5|
|10|15| 9|14| 2| 8| 1| 6|11| 5|12| 7|13| 4| 3|16|
